Entry,Atom Type,Neighbours,Contribution,Occurrences,Molecules,SMARTS,pi,fnc
13,C sp3,H2CO,-0.15873775402431084,799,604,[CH2$([#6]([#6])[#8])],,
14,C sp3,H2CS,-0.45300794584886317,97,69,[CH2$([#6]([#6])[#16])],,
15,C sp3,H2CF,-0.46663228634258813,5,5,[CH2$([#6]([#6])F)],,
16,C sp3,H2CCl,0.09742353732594687,84,67,[CH2$([#6]([#6])Cl)],,
17,C sp3,H2CBr,0.09505420154631793,54,48,[CH2$([#6]([#6])Br)],,
18,C sp3,H2CJ,0.5072889125891287,6,6,[CH2$([#6]([#6])I)],,
19,C sp3,H2CP,0.4361986719285985,1,1,[CH2$([#6]([#6])[#15])],,
20,C sp3,H2N2,0.33335168782471325,3,3,[CH2$([#6]([#7])[#7])],,
21,C sp3,H2NO,0.2963127208278446,4,4,[CH2$([#6]([#7])[#8])],,
22,C sp3,H2NS,-0.3873900278832077,3,3,[CH2$([#6]([#7])[#16])],,
23,C sp3,H2O2,-0.23135981811124318,6,6,[CH2$([#6]([#8])[#8])],,
24,C sp3,H2S2,-0.885846162373601,8,7,[CH2$([#6]([#16])[#16])],,
25,C sp3,HC3,0.15607590537521232,417,269,[CH1$([#6]([#6])([#6])[#6])],,
26,C sp3,HC2N,0.11723519799275621,226,178,[CH1$([#6]([#6])([#6])[#7])],,
27,C sp3,HC2N(+),-0.36785775135030374,25,24,[CH1$([#6]([#6])([#6])[N+])],,
28,C sp3,HC2O,-0.07775371174977345,386,242,[CH1$([#6]([#6])([#6])[#8])],,
29,C sp3,HC2S,-0.3869717724511693,8,8,[CH1$([#6]([#6])([#6])[#16])],,
30,C sp3,HC2F,-0.6051838874682344,2,2,[CH1$([#6]([#6])([#6])F)],,
31,C sp3,HC2Cl,0.2915034809648282,64,22,[CH1$([#6]([#6])([#6])Cl)],,
32,C sp3,HC2Br,0.38755194672833576,26,22,[CH1$([#6]([#6])([#6])Br)],,
33,C sp3,HCN2,0.1631123439168593,6,5,[CH1$([#6]([#6])([#7])[#7])],,
34,C sp3,HCNO,0.5148637347766377,18,18,[CH1$([#6]([#6])([#7])[#8])],,
35,C sp3,HCNS,0.2812210234907125,25,25,[CH1$([#6]([#6])([#7])[#16])],,
36,C sp3,HCO2,-0.23049485962942948,31,22,[CH1$([#6]([#6])([#8])[#8])],,
37,C sp3,HCOS,0.40776893663764024,3,3,[CH1$([#6]([#6])([#8])[#16])],,
38,C sp3,HCOCl,-0.12571476069449086,3,1,[CH1$([#6]([#6])([#8])Cl)],,
39,C sp3,HCOBr,-0.1677791458792876,1,1,[CH1$([#6]([#6])([#8])Br)],,
40,C sp3,HCOP,-0.7855757294123187,1,1,[CH1$([#6]([#6])([#8])[#15])],,
41,C sp3,HCF2,-0.3100271321075564,2,2,[CH1$([#6]([#6])(F)F)],,
42,C sp3,HCCl2,0.3507149543534967,13,12,[CH1$([#6]([#6])(Cl)Cl)],,
43,C sp3,HOF2,0.0727162590655794,1,1,[CH1$([#6]([#8])(F)F)],,
44,C sp3,C4,0.18386199051475058,144,111,[CH0$([#6]([#6])([#6])([#6])[#6])],,
45,C sp3,C3N,-0.058362544522377005,43,42,[CH0$([#6]([#6])([#6])([#6])[#7])],,
46,C sp3,C3N(+),-0.2914758326444011,6,6,[C$([#6]([#6])([#6])([#6])[N+])],,
47,C sp3,C3O,-0.3748776774232877,54,52,[CH0$([#6]([#6])([#6])([#6])[#8])],,
48,C sp3,C3S,-0.3195635405544666,17,17,[CH0$([#6]([#6])([#6])([#6])[#16])],,
49,C sp3,C3F,0.48015986776055614,4,4,[CH0$([#6]([#6])([#6])([#6])F)],,
50,C sp3,C3Cl,0.1847526566677732,21,8,[CH0$([#6]([#6])([#6])([#6])Cl)],,
51,C sp3,C3Br,-0.07211442282446139,5,4,[CH0$([#6]([#6])([#6])([#6])Br)],,
52,C sp3,C2N2,-1.905395723144564,1,1,[CH0$([#6]([#6])([#6])([#7])[#7])],,
53,C sp3,C2NO,-0.049548727153866864,5,5,[CH0$([#6]([#6])([#6])([#7])[#8])],,
54,C sp3,C2O2,1.2971710896825495,5,5,[CH0$([#6]([#6])([#6])([#8])[#8])],,
55,C sp3,C2F2,0.09557303264485525,2,2,[CH0$([#6]([#6])([#6])(F)F)],,
56,C sp3,C2Cl2,0.3237053037808727,9,9,[CH0$([#6]([#6])([#6])(Cl)Cl)],,
57,C sp3,CNO2,0.0,0,0,[CH0$([#6]([#6])([#6])([#7])([#8])[#8])],,
58,C sp3,CF3,0.49886881287303175,80,76,[CH0$([#6]([#6])(F)(F)F)],,
59,C sp3,CF2Cl,0.4733651542734898,3,2,[CH0$([#6]([#6])(F)(F)Cl)],,
60,C sp3,CFCl2,0.29344139399264635,3,2,[CH0$([#6]([#6])(F)(Cl)Cl)],,
61,C sp3,CCl3,0.6304202668227601,23,21,[CH0$([#6]([#6])(Cl)(Cl)Cl)],,
62,C sp3,CCl2Br,-0.1677791458792876,1,1,[CH0$([#6]([#6])(Cl)(Cl)Br)],,
63,C sp3,CBr3,1.1094900431092636,1,1,[CH0$([#6]([#6])(Br)(Br)Br)],,
64,C sp3,OF3,0.48674054095591457,2,2,[CH0$([#6]([#8])(F)(F)F)],,
65,C sp3,SF3,0.5578495923724969,8,8,[CH0$([#6]([#16])(F)(F)F)],,
66,C sp3,SFCl2,0.12866815250143723,1,1,[CH0$([#6]([#16])(F)(Cl)Cl)],,
67,C sp3,SCl3,-0.15555432234675445,3,3,[CH0$([#6]([#16])(Cl)(Cl)Cl)],,
68,C sp2,H2=C,0.08714936287084642,97,87,"[CH2$([#6]=,:[#6])]",,
69,C sp2,H2=N,-0.4828822102329699,1,1,"[CH2$([#6]=,:[#7])]",,
70,C sp2,HC=C,0.09667535098794945,350,221,"[CH1$([#6]([#6])=,:[#6])]",,
71,C sp2,HC=N,-1.5490996198484686,13,13,"[CH1$([#6]([#6])=,:[#7])]",,
72,C sp2,HC=N(+),0.009826207442667241,10,10,[CH1$([#6]([#6])=[N+])],,
73,C sp2,H=CN,0.10571812002841549,19,19,"[CH1$([#6](=,:[#6])[#7])]",,
74,C sp2,H=CN(+),-0.4736567826850182,18,18,"[CH1$([#6](=,:[#6])[N+])]",,
75,C sp2,HC=O,-0.2669413129191716,45,45,[CH1$([#6]([#6])=[#8])],,
76,C sp2,H=CO,-0.17240423350926581,6,6,"[CH1$([#6](=,:[#6])[#8])]",,
77,C sp2,H=CS,0.0,0,0,"[CH1$([#6](=,:[#6])[#16])]",,
78,C sp2,H=CCl,0.1303615766589424,8,6,"[CH1$([#6](=,:[#6])Cl)]",,
79,C sp2,H=CBr,0.2044142832467869,1,1,"[CH1$([#6](=,:[#6])Br)]",,
80,C sp2,HN=N,-0.1985445652834628,2,2,"[CH1$([#6]([#7])=,:[#7])]",,
81,C sp2,HN=O,-0.41215254550245495,16,15,[CH1$([#6]([#7])=[#8])],,
82,C sp2,HO=O,-0.1692444270177199,10,10,[CH1$([#6]([#8])=[#8])],,
83,C sp2,H=NS,0.0,0,0,"[CH1$([#6](=,:[#7])[#16])]",,
84,C sp2,C2=C,0.17322964304131594,116,92,"[CH0$([#6]([#6])([#6])=,:[#6])]",,
85,C sp2,C2=N,-0.2060979171075487,75,75,"[CH0$([#6]([#6])([#6])=,:[#7])]",,
86,C sp2,C2=N(+),1.5319360652074119,1,1,[C$([#6]([#6])([#6])=[N+])],,
87,C sp2,C2=O,-0.4052460005373052,222,176,[CH0$([#6]([#6])([#6])=[#8])],,
88,C sp2,C=CN,0.2790382551180637,23,20,"[CH0$([#6]([#6])(=,:[#6])[#7])]",,
89,C sp2,C=CN(+),-0.7803294383793217,2,2,"[CH0$([#6]([#6])(=,:[#6])[N+])]",,
90,C sp2,C=CO,0.26412560748446257,17,16,"[CH0$([#6]([#6])(=,:[#6])[#8])]",,
91,C sp2,C=CS,-0.8737596026962187,2,2,"[CH0$([#6]([#6])(=,:[#6])[#16])]",,
92,C sp2,C=CF,0.0,0,0,"[CH0$([#6]([#6])(=,:[#6])F)]",,
93,C sp2,C=CCl,0.24426522064027356,27,17,"[CH0$([#6]([#6])(=,:[#6])Cl)]",,
94,C sp2,C=CBr,0.11225297070509929,1,1,"[CH0$([#6]([#6])(=,:[#6])Br)]",,
95,C sp2,C=CJ,0.0,0,0,"[CH0$([#6]([#6])(=,:[#6])I)]",,
96,C sp2,C=CP,0.060499548983412435,1,1,"[CH0$([#6]([#6])(=,:[#6])[#15])]",,
97,C sp2,=CN2,0.0,0,0,"[CH0$([#6](=,:[#6])([#7])[#7])]",,
98,C sp2,=CN2(+),0.0,0,0,"[CH0$([#6](=,:[#6])([N+])[N+])]",,
99,C sp2,CN=N,-0.1950707575291927,8,8,"[CH0$([#6]([#6])([#7])=,:[#7])]",,
100,C sp2,CN=N(+),0.0,0,0,[CH0$([#6]([#6])([#7])=[N+])],,
101,C sp2,CN=O,-0.4683150870354744,389,305,[CH0$([#6]([#6])([#7])=[#8])],,
102,C sp2,C=NO,0.0,0,0,"[CH0$([#6]([#6])(=,:[#7])[#8])]",,
103,C sp2,=CNO,0.0,0,0,"[CH0$([#6](=,:[#6])([#7])[#8])]",,
104,C sp2,=CNO(+),0.0,0,0,"[CH0$([#6](=,:[#6])([#7])[O+])]",,
105,C sp2,CN=S,-0.8137916749631994,7,7,[CH0$([#6]([#6])([#7])=[#16])],,
106,C sp2,C=NS,0.10063135063088484,4,3,"[CH0$([#6]([#6])(=,:[#7])[#16])]",,
107,C sp2,=CNS,0.0,0,0,"[CH0$([#6](=,:[#6])([#7])[#16])]",,
108,C sp2,=CNCl,0.0,0,0,"[CH0$([#6](=,:[#6])([#7])Cl)]",,
109,C sp2,=CNBr,0.0,0,0,"[CH0$([#6](=,:[#6])([#7])Br)]",,
110,C sp2,C=NCl,0.0,0,0,"[CH0$([#6]([#6])(=,:[#7])Cl)]",,
111,C sp2,CO=O,0.004782146571087397,735,646,[CH0$([#6]([#6])([#8])=[#8])],,
112,C sp2,CO=O(-),0.0,0,0,[CH0$([#6]([#6])([#8])=[O-])],,
113,C sp2,C=OS,-0.6788205599287257,4,4,[CH0$([#6]([#6])(=[#8])[#16])],,
114,C sp2,C=OCl,0.5838869637615073,4,4,[CH0$([#6]([#6])(=[#8])Cl)],,
115,C sp2,=COCl,0.39729628233200287,1,1,"[CH0$([#6](=,:[#6])([#8])Cl)]",,
116,C sp2,=CS2,-0.7879706145796499,3,3,"[CH0$([#6](=,:[#6])([#16])[#16])]",,
117,C sp2,=CSBr,0.0,0,0,"[CH0$([#6](=,:[#6])([#16])Br)]",,
118,C sp2,=CF2,-0.019259342216579125,1,1,"[CH0$([#6](=,:[#6])(F)F)]",,
119,C sp2,=CCl2,0.48073731287123467,12,10,"[CH0$([#6](=,:[#6])(Cl)Cl)]",,
120,C sp2,=CBr2,0.531565435867405,1,1,"[CH0$([#6](=,:[#6])(Br)Br)]",,
121,C sp2,N2=N,-0.18267351264078321,16,15,"[CH0$([#6]([#7])([#7])=,:[#7])]",,
122,C sp2,N2=N(+),0.0,0,0,[CH0$([#6]([#7])([#7])=[N+])],,
123,C sp2,N2=O,0.14794050863478558,96,96,[CH0$([#6]([#7])([#7])=[#8])],,
124,C sp2,N=NO,0.0,0,0,"[CH0$([#6]([#7])(=,:[#7])[#8])]",,
125,C sp2,N2=S,-0.5120437070654225,7,6,[CH0$([#6]([#7])([#7])=[#16])],,
126,C sp2,N=NS,-1.009690123999643,1,1,"[CH0$([#6]([#7])(=,:[#7])[#16])]",,
127,C sp2,N=NCl,0.0,0,0,"[CH0$([#6]([#7])(=,:[#7])Cl)]",,
128,C sp2,N=NBr,0.0,0,0,"[CH0$([#6]([#7])(=,:[#7])Br)]",,
129,C sp2,NO=O,-0.19912173634740854,117,114,[CH0$([#6]([#7])([#8])=[#8])],,
130,C sp2,=NOS,0.0,0,0,"[CH0$([#6](=,:[#7])([#8])[#16])]",,
131,C sp2,N=OS,-0.06916630946076564,7,7,[CH0$([#6]([#7])(=[#8])[#16])],,
132,C sp2,NO=S,0.12506555676567568,1,1,[CH0$([#6]([#7])([#8])=[#16])],,
133,C sp2,=NS2,0.0,0,0,"[CH0$([#6](=,:[#7])([#16])[#16])]",,
134,C sp2,NS=S,0.3833863505443346,7,4,[CH0$([#6]([#7])([#16])=[#16])],,
135,C sp2,=NSCl,0.0,0,0,"[CH0$([#6](=,:[#7])([#16])Cl)]",,
136,C sp2,O2=O,-0.47795277690826404,3,3,[CH0$([#6]([#8])([#8])=[#8])],,
137,C sp2,O=OCl,-0.4253882145992831,3,3,[CH0$([#6]([#8])(=[#8])Cl)],,
138,C aromatic,H:C2,0.09055163287304861,10052,2160,[cH1$(c(c)c)],,
139,C aromatic,H:C:N,-0.32644246312530584,428,310,[cH1$(c(c)n)],,
140,C aromatic,H:C:N(+),0.6936819874954828,33,27,[cH1$(c(c)[n+])],,
141,C aromatic,H:N2,-0.23018610880537804,74,55,[cH1$(c(n)n)],,
